,discovery_score,twin_score,stability_score,final_score
cg03549571,0.0,0.0,0.9904155955139968,0.19808311910279938
cg15726245,0.0,0.0,0.9903934701212962,0.19807869402425926
cg10694959,0.0,0.0,0.990331161590186,0.19806623231803722
cg21850254,0.0,0.0,0.9903251515550023,0.19806503031100048
cg03742214,0.0,0.0,0.9903048138457099,0.19806096276914198
cg19713083,0.0,0.0,0.9903046658361252,0.19806093316722506
cg26207503,0.0,0.0,0.9902945437662769,0.19805890875325538
cg01479232,0.0,0.0,0.9902804653184768,0.19805609306369537
cg14118546,0.0,0.0,0.9902101818960871,0.19804203637921744
cg15422784,0.0,0.0,0.9901764384961185,0.1980352876992237
cg12054080,0.0,0.0,0.990166699536674,0.19803333990733482
cg16224854,0.0,0.0,0.9901481908015866,0.19802963816031732
cg24127874,0.0,0.0,0.9901333559095374,0.1980266711819075
cg02630207,0.0,0.0,0.990091748977229,0.1980183497954458
cg05938285,0.0,0.0,0.9900803469918594,0.1980160693983719
cg12034229,0.0,0.0,0.9900782662598064,0.1980156532519613
cg04712892,0.0,0.0,0.9900458279040926,0.19800916558081852
cg00098239,0.0,0.0,0.990037452086418,0.1980074904172836
cg24580001,0.0,0.0,0.9900203602112403,0.19800407204224807
cg18089000,0.0,0.0,0.9900106360808792,0.19800212721617585
cg17866455,0.0,0.0,0.9900055094202421,0.19800110188404843
cg19751951,0.0,0.0,0.9899749687925408,0.19799499375850815
cg14930674,0.0,0.0,0.9899689744283754,0.1979937948856751
cg21612046,0.0,0.0,0.9899478689866049,0.197989573797321
cg12806521,0.0,0.0,0.9899324644989821,0.19798649289979642
cg22065500,0.0,0.0,0.9899312934251372,0.19798625868502745
cg11657615,0.0,0.0,0.9899205065208472,0.19798410130416944
cg05045781,0.0,0.0,0.9899092293426289,0.1979818458685258
cg08418978,0.0,0.0,0.9898927416927931,0.19797854833855863
cg09636671,0.0,0.0,0.9898883945239588,0.1979776789047918
cg27497900,0.0,0.0,0.9898306438599868,0.19796612877199737
cg26428825,0.0,0.0,0.989825147243688,0.19796502944873762
cg01182873,0.0,0.0,0.9898137763807592,0.19796275527615184
cg15879316,0.0,0.0,0.9898086214737365,0.19796172429474732
cg11646887,0.0,0.0,0.9897623745870373,0.19795247491740747
cg01465620,0.0,0.0,0.9897152535760391,0.19794305071520782
cg16107553,0.0,0.0,0.9896673808812387,0.19793347617624776
cg08655844,0.0,0.0,0.9896353679145752,0.19792707358291506
cg01234133,0.0,0.0,0.9896245989473342,0.19792491978946686
cg26556918,0.0,0.0,0.9896225600256905,0.1979245120051381
cg25420952,0.0,0.0,0.9896069106701595,0.1979213821340319
cg10432620,0.0,0.0,0.989584129364791,0.19791682587295822
cg11649654,0.0,0.0,0.9895664121415146,0.19791328242830294
cg21478437,0.0,0.0,0.9895500734323577,0.19791001468647154
cg19510180,0.0,0.0,0.989495482614484,0.1978990965228968
cg15443822,0.0,0.0,0.989439453663598,0.19788789073271962
cg16072030,0.0,0.0,0.9893864179039428,0.19787728358078857
cg03939688,0.0,0.0,0.9893716208636882,0.19787432417273765
cg16725865,0.0,0.0,0.9893486652765572,0.19786973305531144
cg16884569,0.0,0.0,0.9893285388242741,0.19786570776485482
cg03486540,0.0,0.0,0.989323070507824,0.1978646141015648
cg03042149,0.0,0.0,0.9893223273731719,0.1978644654746344
cg05475904,0.0,0.0,0.9893032791776909,0.1978606558355382
cg03742272,0.0,0.0,0.9892975119551274,0.19785950239102548
cg13285447,0.0,0.0,0.9892828908629884,0.1978565781725977
cg22831263,0.0,0.0,0.9892281071289653,0.19784562142579307
cg18888520,0.0,0.0,0.9892203139465171,0.19784406278930344
cg22889448,0.0,0.0,0.9891941890582611,0.19783883781165224
cg19432894,0.0,0.0,0.9891831467034163,0.19783662934068327
cg23521069,0.0,0.0,0.9891481719024751,0.19782963438049503
cg25020850,0.0,0.0,0.9891332971645368,0.19782665943290736
cg07189381,0.0,0.0,0.9891117346306111,0.19782234692612222
cg06453691,0.0,0.0,0.9891025680665715,0.19782051361331432
cg13777411,0.0,0.0,0.9890992679114593,0.19781985358229187
cg24936630,0.0,0.0,0.989082302938572,0.1978164605877144
cg05088512,0.0,0.0,0.9890580742114792,0.19781161484229584
cg25162301,0.0,0.0,0.9890531961327016,0.19781063922654032
cg11263296,0.0,0.0,0.9890462354837213,0.19780924709674427
cg24588599,0.0,0.0,0.989040951465824,0.19780819029316482
cg15228639,0.0,0.0,0.9890236359821839,0.1978047271964368
cg00615377,0.0,0.0,0.9890096633574822,0.19780193267149646
cg26091142,0.0,0.0,0.9890080131123844,0.1978016026224769
cg21566550,0.0,0.0,0.9889782864639789,0.1977956572927958
cg06269001,0.0,0.0,0.9889771111984665,0.19779542223969332
cg02508567,0.0,0.0,0.9889639397536675,0.19779278795073352
cg00584022,0.0,0.0,0.9889600519183217,0.19779201038366434
cg06090351,0.0,0.0,0.988936866777658,0.19778737335553162
cg07294541,0.0,0.0,0.9889117851406509,0.19778235702813018
cg03375833,0.0,0.0,0.9888790572932853,0.19777581145865708
cg03355526,0.0,0.0,0.9888748857147966,0.19777497714295933
cg14204791,0.0,0.0,0.988874241429282,0.19777484828585642
cg21770617,0.0,0.0,0.9888661907689231,0.19777323815378464
cg10236239,0.0,0.0,0.9888612841699805,0.19777225683399613
cg02981703,0.0,0.0,0.9888517675734483,0.19777035351468966
cg18389062,0.0,0.0,0.9888075854991444,0.1977615170998289
cg24219638,0.0,0.0,0.9887817827633073,0.19775635655266147
cg11840540,0.0,0.0,0.988780718084149,0.1977561436168298
cg16257040,0.0,0.0,0.9887741798477764,0.1977548359695553
cg23281417,0.0,0.0,0.9887223353541021,0.19774446707082044
cg07326586,0.0,0.0,0.9887083010698681,0.19774166021397363
cg00767581,0.0,0.0,0.9886614319259099,0.197732286385182
cg18090228,0.0,0.0,0.9886468102564993,0.19772936205129987
cg00901704,0.0,0.0,0.9886360400173444,0.19772720800346888
cg08307816,0.0,0.0,0.9886191941689633,0.19772383883379266
cg17298704,0.0,0.0,0.9886175948623365,0.19772351897246732
cg21351994,0.0,0.31103140422301057,0.5220690634697178,0.19772323396084673
cg11997899,0.0,0.0,0.988594620793769,0.1977189241587538
cg13099330,0.0,0.0,0.9885630753609527,0.19771261507219054
cg27212099,0.0,0.0,0.9885515196298165,0.1977103039259633
cg02945646,0.0,0.0,0.9885194767044445,0.19770389534088892
cg00722300,0.0,0.0,0.9885120018158514,0.1977024003631703
cg15888522,0.0,0.0,0.9885096695294211,0.19770193390588423
cg03856723,0.0,0.0,0.9885046202764778,0.19770092405529557
cg23776217,0.0,0.0,0.9885037293814619,0.19770074587629238
cg25117976,0.0,0.0,0.9884764392601798,0.19769528785203597
cg26649834,0.0,0.0,0.9884438861072149,0.19768877722144299
cg00183916,0.0,0.0,0.9884324206677264,0.19768648413354528
cg12387247,0.0,0.0,0.9884175612136207,0.19768351224272415
cg20881054,0.0,0.0,0.9884113783735962,0.19768227567471924
cg09343150,0.0,0.0,0.9883986335813065,0.19767972671626133
cg06292277,0.0,0.0,0.988395654154585,0.197679130830917
cg07456645,0.0,0.0,0.9883934289794271,0.19767868579588543
cg22004151,0.0,0.0,0.9883832852130746,0.19767665704261494
cg18676162,0.0,0.0,0.9883764448383021,0.19767528896766043
cg02801598,0.0,0.0,0.9883734235782333,0.19767468471564667
cg05556202,0.0,0.0,0.9883539839877402,0.19767079679754807
cg07068998,0.0,0.0,0.9883334557044171,0.19766669114088342
cg22939715,0.0,0.0,0.988332647126916,0.1976665294253832
cg03861428,0.0,0.0,0.9883185106228116,0.19766370212456233
cg00528052,0.0,0.0,0.9883030940077229,0.1976606188015446
cg08762247,0.0,0.0,0.9882682164485644,0.1976536432897129
cg20831708,0.0,0.0,0.9882267850400881,0.19764535700801764
cg08670517,0.0,0.0,0.9882179389147354,0.1976435877829471
cg12206093,0.0,0.0,0.9881627592635995,0.1976325518527199
cg06307422,0.0,0.0,0.9881482779154209,0.1976296555830842
cg08145590,0.0,0.0,0.9881413988234297,0.19762827976468594
cg16120811,0.0,0.0,0.9881394245980883,0.1976278849196177
cg09658342,0.0,0.0,0.9881338352334832,0.19762676704669666
cg12813797,0.0,0.0,0.9880914949885549,0.197618298997711
cg16080552,0.0,0.0,0.9880877800880667,0.19761755601761335
cg00626119,0.0,0.0,0.988067566097296,0.1976135132194592
cg06637893,0.0,0.0,0.9880649265660625,0.1976129853132125
cg23495059,0.0,0.0,0.9880538133647796,0.19761076267295594
cg16740543,0.0,0.0,0.9880522727744504,0.1976104545548901
cg18094221,0.0,0.0,0.9880135855475758,0.19760271710951516
cg01860753,0.0,0.0,0.988005790598914,0.19760115811978282
cg19573464,0.0,0.0,0.9880006232248832,0.19760012464497667
cg03940966,0.0,0.0,0.9879497341279718,0.1975899468255944
cg23652939,0.0,0.0,0.9879484214155505,0.1975896842831101
cg06848073,0.0,0.0,0.9879242015188008,0.19758484030376017
cg04361527,0.0,0.0,0.9879037346685035,0.1975807469337007
cg07487535,0.0,0.0,0.9878932246479166,0.19757864492958332
cg27377213,0.0,0.0,0.987885365211971,0.19757707304239422
cg13315147,0.0,0.0,0.9878659067202618,0.19757318134405236
cg12586262,0.0,0.0,0.9878293592032937,0.19756587184065877
cg17729941,0.0,0.0,0.9877305054968556,0.19754610109937112
cg19692710,0.0,0.0,0.987671181973072,0.19753423639461443
cg21053748,0.0,0.0,0.987668321154822,0.1975336642309644
cg08703971,0.0,0.0,0.9876458059994127,0.19752916119988254
cg07196761,0.0,0.0,0.9876296721473639,0.19752593442947278
cg01172656,0.0,0.0,0.9876027769028201,0.197520555380564
cg05471521,0.0,0.0,0.9875857138010674,0.19751714276021348
cg23432345,0.0,0.0,0.98758138495908,0.197516276991816
cg03028472,0.0,0.0,0.9875808876627012,0.19751617753254025
cg09194436,0.0,0.0,0.9875675216125712,0.19751350432251424
cg27016990,0.0,0.0,0.9875588481944425,0.1975117696388885
cg11223252,0.0,0.0,0.9875330013969668,0.19750660027939337
cg20891917,0.0,0.0,0.987468282840378,0.1974936565680756
cg10749011,0.0,0.0,0.9874459470607352,0.19748918941214705
cg24719984,0.0,0.0,0.987432712215232,0.19748654244304642
cg27285278,0.0,0.0,0.9873989845049717,0.19747979690099435
cg21718857,0.0,0.0,0.9873552402796334,0.1974710480559267
cg05959392,0.0,0.0,0.9873291680221772,0.19746583360443545
cg01137737,0.0,0.0,0.9872807208492119,0.1974561441698424
cg22734085,0.0,0.0,0.9872741272667371,0.19745482545334744
cg02280309,0.0,0.0,0.9872740709761336,0.19745481419522673
cg10356060,0.0,0.0,0.987273866314703,0.1974547732629406
cg14671488,0.0,0.0,0.9872655940506813,0.19745311881013627
cg13391638,0.0,0.0,0.9872638655536556,0.19745277311073114
cg25293251,0.0,0.0,0.9872478867478002,0.19744957734956003
cg02494117,0.0,0.0,0.9872289466130593,0.19744578932261186
cg09494188,0.0,0.0,0.9872189003256134,0.1974437800651227
cg03179866,0.0,0.0,0.9872155292967948,0.19744310585935898
cg13176979,0.0,0.0,0.987193548840642,0.1974387097681284
cg25198545,0.0,0.0,0.9871906970414569,0.19743813940829139
cg05038977,0.0,0.0,0.9871891614212712,0.19743783228425427
cg09143663,0.0,0.0,0.9871809194435885,0.19743618388871773
cg23451311,0.0,0.0,0.9871750101405189,0.1974350020281038
cg17188169,0.0,0.0,0.9871657600512227,0.19743315201024456
cg20287234,0.0,0.0,0.9871283840212068,0.1974256768042414
cg18237405,0.0,0.0,0.9870631568718331,0.19741263137436663
cg16398289,0.0,0.0,0.9870564905439486,0.19741129810878974
cg12888113,0.0,0.0,0.9870422946443935,0.1974084589288787
cg07617246,0.0,0.0,0.9870406849629685,0.1974081369925937
cg03176585,0.0,0.0,0.9870288556400851,0.19740577112801705
cg13913917,0.0,0.0,0.9870078674850387,0.19740157349700774
cg21830413,0.0,0.0,0.9869965393642741,0.19739930787285484
cg14183455,0.0,0.0,0.9869869170086548,0.19739738340173096
cg04316754,0.0,0.0,0.9869586933767339,0.1973917386753468
cg22470827,0.0,0.0,0.9869513675573901,0.19739027351147803
cg02322989,0.0,0.0,0.9869401703061181,0.19738803406122363
cg26153631,0.0,0.0,0.9869260898962742,0.19738521797925485
cg17935677,0.0,0.0,0.9869173655994258,0.19738347311988516
cg04466273,0.0,0.0,0.9868471284668449,0.197369425693369
cg07185695,0.0,0.0,0.9868457037697368,0.19736914075394738
cg20815063,0.0,0.0,0.986836477685048,0.1973672955370096
cg12984356,0.0,0.0,0.9868302872293191,0.19736605744586383
cg17286491,0.0,0.0,0.9868251120460381,0.1973650224092076
cg19426827,0.0,0.0,0.9868248264848344,0.1973649652969669
cg15555014,0.0,0.0,0.9868212227282209,0.1973642445456442
cg01954353,0.0,0.0,0.9868096813135055,0.19736193626270113
cg12195695,0.0,0.0,0.9868011632386027,0.19736023264772054
cg18123948,0.0,0.0,0.9867923753350893,0.19735847506701787
cg17861230,0.0,0.0,0.9867685780348356,0.19735371560696713
cg24805239,0.0,0.0,0.9867419420275819,0.19734838840551638
cg25086702,0.0,0.0,0.9867410828237079,0.19734821656474158
cg07112154,0.0,0.0,0.9867285171097359,0.19734570342194718
cg11129291,0.0,0.0,0.9867132119165751,0.19734264238331503
cg15810744,0.0,0.0,0.9867072360120652,0.19734144720241306
cg23047271,0.0,0.0,0.9866736796170779,0.19733473592341558
cg23752923,0.0,0.0,0.9866709755648732,0.19733419511297465
cg06747888,0.0,0.0,0.9866417166892959,0.1973283433378592
cg23352695,0.0,0.0,0.9866360034746501,0.19732720069493004
cg22088594,0.0,0.0,0.9866325549117431,0.19732651098234863
cg06044117,0.0,0.0,0.9866306013092128,0.19732612026184257
cg26201213,0.0,0.0,0.986615209214882,0.19732304184297642
cg21792432,0.0,0.0,0.98660970320413,0.197321940640826
cg09503974,0.0,0.0,0.986573897437631,0.1973147794875262
cg11042320,0.0,0.0,0.9865680478123905,0.19731360956247812
cg10892866,0.0,0.0,0.9865362237046386,0.19730724474092773
cg06796611,0.0,0.0,0.9865031282082753,0.19730062564165507
cg03670238,0.0,0.0,0.9864873312055563,0.19729746624111127
cg21970438,0.0,0.0,0.9864840756554389,0.1972968151310878
cg09494546,0.0,0.0,0.9864666719762086,0.19729333439524174
cg19073614,0.0,0.0,0.98646090354089,0.197292180708178
cg00283535,0.0,0.0,0.9864375036880547,0.19728750073761095
cg06179485,0.0,0.0,0.986434344284923,0.19728686885698463
cg24194775,0.0,0.0,0.9864232648026471,0.19728465296052944
cg05730092,0.0,0.0,0.9864170376676514,0.1972834075335303
cg07833382,0.0,0.0,0.9864155562830584,0.1972831112566117
cg23300372,0.0,0.0,0.9864081053929792,0.19728162107859584
cg13199822,0.0,0.0,0.9864044513702328,0.19728089027404658
cg18128666,0.0,0.0,0.9863821338539533,0.19727642677079069
cg14698961,0.0,0.0,0.9863356248189796,0.19726712496379595
cg11780934,0.0,0.0,0.9863187897585926,0.19726375795171852
cg25166896,0.0,0.0,0.9862938978920139,0.1972587795784028
cg09068492,0.0,0.0,0.9862808054578004,0.19725616109156008
cg26545162,0.0,0.0,0.9862632612692336,0.19725265225384672
cg17364922,0.0,0.0,0.9862556451914716,0.19725112903829434
cg01263716,0.0,0.0,0.9862549513315668,0.19725099026631338
cg02775617,0.0,0.0,0.9862383671936654,0.1972476734387331
cg21371335,0.0,0.0,0.9862291598038351,0.19724583196076703
cg19869139,0.0,0.0,0.9862080826502321,0.19724161653004643
cg11053740,0.0,0.0,0.9861937395972254,0.1972387479194451
cg07744166,0.0,0.0,0.9861842537036484,0.1972368507407297
cg15823100,0.0,0.0,0.9861805839814586,0.19723611679629172
cg04837898,0.0,0.0,0.986180313177019,0.19723606263540383
cg04108240,0.0,0.0,0.9861709889182116,0.19723419778364235
cg06589885,0.0,0.0,0.9861578564334352,0.19723157128668706
cg16701105,0.0,0.0,0.9861429125962008,0.19722858251924016
cg13272258,0.0,0.0,0.9861404125062475,0.1972280825012495
cg22775896,0.0,0.0,0.9861321948347195,0.19722643896694392
cg20967220,0.0,0.0,0.9861049214783018,0.19722098429566037
cg16745604,0.0,0.0,0.9861021327630985,0.19722042655261973
cg21681756,0.0,0.0,0.9860769813909444,0.19721539627818888
cg22067472,0.0,0.0,0.9860445291778095,0.19720890583556192
cg09825414,0.0,0.0,0.986013390154978,0.19720267803099562
cg00397740,0.0,0.0,0.9860102882406576,0.19720205764813153
cg08022502,0.0,0.0,0.9859698713730385,0.19719397427460772
cg04925864,0.0,0.0,0.985967693204897,0.1971935386409794
cg05367858,0.0,0.0,0.985965831841974,0.1971931663683948
cg23146358,0.0,0.0,0.9859596268493536,0.19719192536987074
cg21985356,0.0,0.0,0.9858961039204152,0.19717922078408304
cg16523653,0.0,0.0,0.9858775990915325,0.1971755198183065
cg17034082,0.0,0.0,0.9858712116826479,0.19717424233652958
cg01071811,0.0,0.0,0.98585461829201,0.19717092365840203
cg26221631,0.0,0.0,0.9858202917047455,0.1971640583409491
cg06588247,0.0,0.0,0.9858109063177256,0.19716218126354512
cg08403419,0.0,0.0,0.9858098132296702,0.19716196264593405
cg26770882,0.0,0.0,0.9857885997332445,0.1971577199466489
cg21209091,0.0,0.0,0.9857801592413645,0.1971560318482729
cg02447314,0.0,0.0,0.985774869387859,0.1971549738775718
cg04057485,0.0,0.3541888717946244,0.4544904799269995,0.1971547575237872
cg01620569,0.0,0.0,0.9857302182461508,0.19714604364923016
cg10457247,0.0,0.0,0.9857239537370414,0.1971447907474083
cg08550724,0.0,0.0,0.985689575034411,0.19713791500688221
cg05392265,0.0,0.0,0.9856886186395973,0.1971377237279195
cg03900542,0.0,0.0,0.9856125930833104,0.19712251861666208
cg04078251,0.0,0.0,0.9856093920484417,0.19712187840968834
cg21972430,0.0,0.0,0.9856074194088379,0.1971214838817676
cg16632891,0.0,0.0,0.9855992814378188,0.1971198562875638
cg07816439,0.0,0.0,0.9855793843817718,0.19711587687635437
cg01495509,0.0,0.0,0.9855688260383194,0.19711376520766388
cg07435592,0.0,0.0,0.9854827726945775,0.1970965545389155
cg11646704,0.0,0.0,0.985481217413119,0.1970962434826238
cg14640682,0.0,0.0,0.9854443218176419,0.19708886436352838
cg09138627,0.0,0.0,0.9854340171825482,0.19708680343650964
cg06134964,0.0,0.0,0.9854261215565066,0.19708522431130132
cg11221508,0.0,0.0,0.9854008005360119,0.1970801601072024
cg20786074,0.0,0.0,0.9853728756275235,0.19707457512550472
cg06790862,0.0,0.0,0.9853679091597833,0.19707358183195667
cg14545899,0.0,0.0,0.9853624503347178,0.19707249006694358
cg04662451,0.0,0.0,0.9853500018004036,0.1970700003600807
cg09564133,0.0,0.0,0.9853403832310312,0.19706807664620626
cg02848777,0.0,0.0,0.9853263201636239,0.19706526403272479
cg20133313,0.0,0.0,0.9853073075870309,0.1970614615174062
cg20770175,0.0,0.0,0.9852659081243357,0.19705318162486715
cg23118151,0.0,0.0,0.985201461168518,0.19704029223370362
cg13620770,0.0,0.0,0.9851999097667169,0.19703998195334338
cg03024246,0.0,0.0,0.9851832709462066,0.19703665418924132
cg00303548,0.0,0.0,0.9851551638078023,0.19703103276156048
cg23196133,0.0,0.0,0.9851525000609491,0.19703050001218983
cg13951472,0.0,0.0,0.9851508720665186,0.19703017441330373
cg04198824,0.0,0.0,0.9851313096710831,0.19702626193421663
cg25672287,0.0,0.0,0.9850940204241497,0.19701880408482997
cg15056107,0.0,0.0,0.9850758698546895,0.19701517397093793
cg21218093,0.0,0.0,0.9850718149497657,0.19701436298995315
cg15164103,0.0,0.0,0.985065187079524,0.1970130374159048
cg24862483,0.0,0.0,0.9850551584485434,0.19701103168970868
cg23447996,0.0,0.0,0.9850083202916317,0.19700166405832634
cg14002682,0.0,0.0,0.9849990318296169,0.1969998063659234
cg21820890,0.0,0.0,0.9849944042074856,0.19699888084149714
cg19421752,0.0,0.0,0.984929207225374,0.1969858414450748
cg11303749,0.0,0.0,0.9849163116333312,0.19698326232666624
cg27626318,0.0,0.0,0.9848613721589452,0.19697227443178905
cg06552050,0.0,0.0,0.984844480886903,0.19696889617738061
cg07598199,0.0,0.0,0.9848432195726342,0.19696864391452684
cg14443380,0.0,0.0,0.9847838928988011,0.19695677857976024
cg15034135,0.0,0.0,0.9847831380468186,0.19695662760936372
cg27627570,0.0,0.0,0.9847759216938511,0.19695518433877024
cg05846716,0.0,0.0,0.9847507002077737,0.19695014004155476
cg17966192,0.0,0.0,0.9847378669010165,0.1969475733802033
cg01429181,0.0,0.0,0.9847324022532483,0.19694648045064966
cg18428217,0.0,0.0,0.9847225016749273,0.19694450033498545
cg19799744,0.0,0.0,0.9847106117328165,0.1969421223465633
cg16332060,0.0,0.0,0.984675771402267,0.1969351542804534
cg07118638,0.0,0.0,0.9846660140024613,0.19693320280049229
cg01381846,0.0,0.0,0.9846639728416374,0.1969327945683275
cg01837689,0.0,0.0,0.9846405049853355,0.19692810099706712
cg07031996,0.0,0.0,0.984628722055129,0.1969257444110258
cg18109798,0.0,0.0,0.9846209948155165,0.19692419896310331
cg09418283,0.0,0.0,0.9846186901988465,0.1969237380397693
cg15046735,0.0,0.0,0.9845328478798543,0.19690656957597086
cg17836145,0.0,0.0,0.9845202737226958,0.19690405474453918
cg23548920,0.0,0.0,0.9845020962673074,0.1969004192534615
cg04466253,0.0,0.0,0.9844013298894271,0.19688026597788544
cg04529955,0.0,0.0,0.9843951543389607,0.19687903086779215
cg13079099,0.0,0.0,0.9843173137174984,0.1968634627434997
cg13857440,0.0,0.0,0.9843091464071465,0.1968618292814293
cg00828602,0.0,0.0,0.9843014403478795,0.1968602880695759
cg03251079,0.0,0.0,0.9843010658547114,0.1968602131709423
cg19393006,0.0,0.0,0.9842884028881783,0.19685768057763567
cg11953824,0.0,0.0,0.9842739727371828,0.19685479454743657
cg14594876,0.0,0.0,0.984258013819016,0.1968516027638032
cg11113534,0.0,0.0,0.9842437295374954,0.1968487459074991
cg17547537,0.0,0.0,0.9842307554742087,0.19684615109484174
cg17745122,0.0,0.0,0.9842128193583869,0.1968425638716774
cg24000099,0.0,0.0,0.9842010549851533,0.19684021099703067
cg09988116,0.0,0.0,0.9841569571185056,0.19683139142370112
cg20441175,0.0,0.0,0.9841288795280705,0.19682577590561412
cg12069042,0.0,0.0,0.984126774268546,0.19682535485370922
cg09068198,0.0,0.0,0.9841247852540329,0.1968249570508066
cg27106233,0.0,0.0,0.9841094776442534,0.19682189552885068
cg22710329,0.0,0.0,0.984033540935535,0.196806708187107
cg15928398,0.0,0.0,0.9840333139307516,0.19680666278615033
cg19906397,0.0,0.0,0.9839937003548929,0.19679874007097858
cg05778847,0.0,0.0,0.9839720119483245,0.19679440238966492
cg18034329,0.0,0.0,0.983935896837595,0.196787179367519
cg04316770,0.0,0.0,0.9839028711209236,0.1967805742241847
cg10056627,0.0,0.0,0.9838901573267677,0.19677803146535355
cg21043754,0.0,0.0,0.983884796158877,0.1967769592317754
cg08584430,0.0,0.0,0.9838749676316997,0.19677499352633995
cg16184930,0.0,0.0,0.9838712512573928,0.19677425025147857
cg07710481,0.0,0.0,0.9838465145256715,0.1967693029051343
cg20340242,0.0,0.0,0.9838436702409334,0.1967687340481867
cg00739120,0.0,0.0,0.9838225196667888,0.19676450393335776
cg03438904,0.0,0.0,0.9838166933031505,0.19676333866063012
cg11323731,0.0,0.0,0.9837205903840269,0.1967441180768054
cg02932167,0.0,0.0,0.9836859680339564,0.1967371936067913
cg24987706,0.0,0.0,0.9836205178300597,0.19672410356601194
cg22802739,0.0,0.0,0.9835546329686481,0.19671092659372963
cg20910436,0.0,0.0,0.9835499224448677,0.19670998448897356
cg16222698,0.0,0.0,0.9835228854764101,0.19670457709528202
cg04490714,0.0,0.0,0.983473601998169,0.19669472039963382
cg08139833,0.0,0.0,0.983424016176796,0.1966848032353592
cg14527441,0.0,0.0,0.983323655947515,0.196664731189503
cg16377880,0.0,0.0,0.9832990640510229,0.1966598128102046
cg00563229,0.0,0.0,0.9832832730400771,0.19665665460801543
cg04784672,0.0,0.0,0.9832599463366062,0.19665198926732125
cg03136712,0.0,0.0,0.983259560943001,0.19665191218860023
cg00647741,0.0,0.0,0.9832068009078123,0.19664136018156247
cg08853659,0.0,0.0,0.9831647229246645,0.1966329445849329
cg14304761,0.0,0.0,0.9831634849929296,0.19663269699858593
cg04428853,0.0,0.0,0.9831594440187387,0.19663188880374774
cg21519900,0.0,0.0,0.9831592616819876,0.19663185233639754
cg04510262,0.0,0.0,0.9831048416320212,0.19662096832640424
cg03163246,0.0,0.0,0.9831041525249328,0.19662083050498658
cg25691167,0.0,0.0,0.9830576072099133,0.19661152144198268
cg17286640,0.0,0.0,0.9830061355352429,0.19660122710704858
cg16746631,0.0,0.0,0.982946060976036,0.1965892121952072
cg17258195,0.0,0.0,0.9829425561788643,0.19658851123577287
cg19175383,0.0,0.0,0.9829424586279689,0.19658849172559378
cg23625458,0.0,0.0,0.9829106050844155,0.1965821210168831
cg15427448,0.0,0.0,0.9828870030758242,0.19657740061516485
cg02850821,0.0,0.0,0.9827861144993061,0.19655722289986122
cg23759710,0.0,0.0,0.9827702628696555,0.1965540525739311
cg02665570,0.0,0.2523595711536699,0.6042297457110023,0.19655382048830145
cg17820591,0.0,0.0,0.9827634927007904,0.1965526985401581
cg24207176,0.0,0.0,0.9827420673318037,0.19654841346636076
cg14560895,0.0,0.0,0.9827203424165779,0.1965440684833156
cg08101172,0.0,0.0,0.9826523385446407,0.19653046770892815
cg17639290,0.0,0.0,0.9826361495962758,0.19652722991925517
cg10871523,0.0,0.0,0.9826028900380593,0.19652057800761188
cg16189954,0.0,0.0,0.9825855998597498,0.19651711997194998
cg09507928,0.0,0.0,0.9825525885760418,0.19651051771520836
cg05210526,0.0,0.0,0.9825388321182571,0.19650776642365142
cg18107827,0.0,0.0,0.9825387117149414,0.1965077423429883
cg26624134,0.0,0.0,0.9825247203108223,0.19650494406216445
cg23602684,0.0,0.0,0.9824985765300015,0.1964997153060003
cg04796162,0.0,0.0,0.9824948451664106,0.19649896903328212
cg15589354,0.0,0.0,0.9824719555203286,0.19649439110406575
cg20879768,0.0,0.0,0.9824520068913711,0.19649040137827423
cg09892203,0.0,0.0,0.9824301158636429,0.1964860231727286
cg08663969,0.0,0.0,0.9823593245676858,0.1964718649135372
cg09686308,0.0,0.0,0.9823542666952072,0.19647085333904146
cg18904346,0.0,0.0,0.9823495262190282,0.19646990524380564
cg05986149,0.0,0.0,0.9821981249015888,0.19643962498031775
cg10593493,0.0,0.0,0.982123437541849,0.19642468750836983
cg09000112,0.0,0.0,0.9820956803136591,0.19641913606273184
cg23865067,0.0,0.0,0.9820921793652535,0.19641843587305072
cg09914773,0.0,0.0,0.9820771665041745,0.1964154333008349
cg00112517,0.0,0.0,0.9820309512392483,0.19640619024784967
cg03390211,0.0,0.0,0.9819875662522456,0.19639751325044913
cg10329418,0.0,0.0,0.9819564392441628,0.19639128784883256
cg20673075,0.0,0.0,0.9819370225978529,0.1963874045195706
cg00412805,0.0,0.0,0.9819100615554086,0.19638201231108174
cg14221831,0.0,0.0,0.9818582571202431,0.19637165142404864
cg20267005,0.0,0.0,0.9818568354242747,0.19637136708485495
cg20006825,0.0,0.0,0.9818506234479061,0.19637012468958123
cg23064554,0.0,0.0,0.9818437780502158,0.1963687556100432
cg02115041,0.0,0.0,0.9817973241930232,0.19635946483860467
cg10224037,0.0,0.0,0.9817801316070013,0.19635602632140026
cg23588893,0.0,0.0,0.9817672579262572,0.19635345158525144
cg02723372,0.0,0.0,0.9817376662569525,0.1963475332513905
cg22411068,0.0,0.0,0.9816963947815674,0.1963392789563135
cg04590978,0.0,0.0,0.9816654274692359,0.1963330854938472
cg14271908,0.0,0.0,0.9816516842197708,0.19633033684395418
cg24450157,0.0,0.0,0.9816516351451082,0.19633032702902165
